"","ID","GB_ACC","Representative.Public.ID","Gene.Title","Gene.Symbol","ENTREZ_GENE_ID","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102"
"19","179_at","U38980","U38980","DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene","DTX2P1-UPK3BP1-PMS2P11","441263","226.3","134.3","199","321.7","333"
"20","1861_at","U66879","U66879","BCL2-associated agonist of cell death","BAD","572","69.4","57","63.5","70.6","76.6"
"21","200000_s_at","NM_006445","NM_006445","pre-mRNA processing factor 8","PRPF8","10594","480","532.7","510.7","395.1","363.6"
"22","200001_at","NM_001749","NM_001749","calpain, small subunit 1","CAPNS1","826","820.1","1309.7","1510.3","966.6","1256.6"
"23","200002_at","NM_007209","NM_007209","ribosomal protein L35","RPL35","11224","2818.3","2790.3","2822.2","2730.6","2491.3"
"24","200003_s_at","NM_000991","NM_000991","microRNA 6805 /// ribosomal protein L28","MIR6805 /// RPL28","6158 /// 102465483","3092.9","2611.9","2999.1","3078.5","2985.9"
"25","200004_at","NM_001418","NM_001418","eukaryotic translation initiation factor 4 gamma, 2","EIF4G2","1982","1805.9","1732.4","1748.7","1854.3","1869.6"
"26","200005_at","NM_003753","NM_003753","eukaryotic translation initiation factor 3, subunit D","EIF3D","8664","805.3","971.8","980.1","669.6","822.6"
"27","200006_at","NM_007262","NM_007262","parkinson protein 7","PARK7","11315","944.2","1102","1163.2","1210.7","1565.2"
"28","200007_at","NM_003134","NM_003134","signal recognition particle 14kDa (homologous Alu RNA binding protein)","SRP14","6727","1519.3","1923.1","1591","1947.3","2084.2"
"29","200008_s_at","D13988","D13988","GDP dissociation inhibitor 2","GDI2","2665","582.7","636.1","681.2","510.3","589"
"30","200009_at","NM_001494","NM_001494","GDP dissociation inhibitor 2","GDI2","2665","1139.3","1120.3","1556.6","980.5","1292.4"
"31","200010_at","NM_000975","NM_000975","ribosomal protein L11","RPL11","6135","3441.2","2308.1","2353.1","2335.6","2480.2"
"32","200011_s_at","NM_001659","NM_001659","ADP-ribosylation factor 3","ARF3","377","407.4","276.9","353.4","497.3","515"
"33","200012_x_at","NM_000982","NM_000982","ribosomal protein L21 /// ribosomal protein L21 pseudogene 28 /// small nucleolar RNA, H/ACA box 27 /// small nucleolar RNA, C/D box 102","RPL21 /// RPL21P28 /// SNORA27 /// SNORD102","6144 /// 26771 /// 619499 /// 100131205","4263","4305.1","3991.5","3835.3","3727.7"
"34","200013_at","NM_000986","NM_000986","ribosomal protein L24","RPL24","6152","4006.4","3555.5","3278.7","3806.3","2696.1"
"35","200014_s_at","NM_004500","NM_004500","heterogeneous nuclear ribonucleoprotein C (C1/C2)","HNRNPC","3183","487.4","460.9","386.5","451.9","473"
"36","200015_s_at","NM_004404","NM_004404","septin 2","2-Sep","4735","971","1116.1","965.9","1212.6","1430.7"
"37","200016_x_at","NM_002136","NM_002136","heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene 10","HNRNPA1 /// HNRNPA1P10","3178 /// 664709","3353.9","3281.7","2970.5","2631.1","2931.1"
"38","200017_at","NM_002954","NM_002954","ribosomal protein S27a","RPS27A","6233","3992","2048.1","2570.9","3505.4","4498.6"
"39","200018_at","NM_001017","NM_001017","uncharacterized LOC100508408 /// ribosomal protein S13 /// small nucleolar RNA, C/D box 14B","LOC100508408 /// RPS13 /// SNORD14B","6207 /// 85388 /// 100508408","4546.1","5495.6","4736.9","3694.7","4188.3"
"40","200019_s_at","NM_001997","NM_001997","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed","FAU","2197","3700","3589.7","3089.1","2646.8","2582.7"
"41","200020_at","NM_007375","NM_007375","TAR DNA binding protein","TARDBP","23435","366.4","386.8","358.4","387.3","418.9"
"42","200021_at","NM_005507","NM_005507","cofilin 1 (non-muscle)","CFL1","1072","5792.2","6189.5","5634.6","6403.3","6209"
"43","200022_at","NM_000979","NM_000979","ribosomal protein L18","RPL18","6141","3747.4","2437","2824.7","2713.3","1943.4"
"44","200023_s_at","NM_003754","NM_003754","eukaryotic translation initiation factor 3, subunit F","EIF3F","8665","1166.6","910.2","1074.1","951.3","978.3"
"45","200024_at","NM_001009","NM_001009","ribosomal protein S5","RPS5","6193","2138.5","2122.4","2022.5","2015.1","2419.8"
"46","200025_s_at","NM_000988","NM_000988","ribosomal protein L27","RPL27","6155","4320.3","3966","4069.7","3605.4","3918.3"
"47","200026_at","NM_000995","NM_000995","ribosomal protein L34","RPL34","6164","5259.9","7382.9","4857.7","4051.1","3479.4"
"48","200027_at","NM_004539","NM_004539","asparaginyl-tRNA synthetase","NARS","4677","609.3","531.7","533.2","796.3","836.2"
"49","200028_s_at","NM_020151","NM_020151","StAR-related lipid transfer (START) domain containing 7","STARD7","56910","228.9","488.6","298.2","372.1","452.3"
"50","200029_at","NM_000981","NM_000981","ribosomal protein L19","RPL19","6143","3253.4","3923.7","3698","3335.3","2817.6"
"51","200030_s_at","NM_002635","NM_002635","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3","SLC25A3","5250","1658.4","2259.4","2467.7","1491","1370.1"
"52","200031_s_at","NM_001015","NM_001015","ribosomal protein S11 /// small nucleolar RNA, C/D box 35B","RPS11 /// SNORD35B","6205 /// 84546","7537.9","6617.8","6942.9","5220","5606.1"
"53","200032_s_at","NM_000661","NM_000661","ribosomal protein L9","RPL9","6133","6674.7","6394.1","6262.1","3981.7","4207.6"
"54","200033_at","NM_004396","NM_004396","DEAD (Asp-Glu-Ala-Asp) box helicase 5 /// microRNA 3064 /// microRNA 5047","DDX5 /// MIR3064 /// MIR5047","1655 /// 100616387 /// 100616408","3116.8","1905.5","1822","2410.3","2424.3"
"55","200034_s_at","NM_000970","NM_000970","ribosomal protein L6","RPL6","6128","2705.9","2779.5","2434.6","2326.5","2170.2"
"56","200035_at","NM_015343","NM_015343","CTD nuclear envelope phosphatase 1","CTDNEP1","23399","136.8","293.4","307.7","114.6","226.8"
"57","200036_s_at","NM_007104","NM_007104","ribosomal protein L10a","RPL10A","4736","2349.4","3425.6","3199.2","2461.8","2325.4"
"58","200037_s_at","NM_016587","NM_016587","chromobox homolog 3","CBX3","11335","438.5","283.3","302.4","478.9","441.8"
"59","200038_s_at","NM_000985","NM_000985","chromosome 18 open reading frame 32 /// ribosomal protein L17 /// RPL17-C18orf32 readthrough /// small nucleolar RNA, C/D box 58A /// small nucleolar RNA, C/D box 58B /// small nucleolar RNA, C/D box 58C","C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C","6139 /// 26790 /// 26791 /// 497661 /// 100124516 /// 100526842","4233.5","3626.1","3869.7","3960","4235.2"
"60","200039_s_at","NM_002794","NM_002794","proteasome (prosome, macropain) subunit, beta type, 2","PSMB2","5690","328.2","371.3","482.8","332.7","312.3"
"61","200040_at","NM_006559","NM_006559","KH domain containing, RNA binding, signal transduction associated 1","KHDRBS1","10657","681.1","553.4","553.7","506","625.1"
"62","200041_s_at","NM_004640","NM_004640","ATP6V1G2-DDX39B readthrough (NMD candidate) /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B /// small nucleolar RNA, C/D box 84","ATP6V1G2-DDX39B /// DDX39B /// SNORD84","7919 /// 692199 /// 100532737","1181","1229.3","1376.1","1352.9","1245.2"
"63","200042_at","NM_014306","NM_014306","RNA 2',3'-cyclic phosphate and 5'-OH ligase","RTCB","51493","377.1","369.3","376.4","401","369.3"
"64","200043_at","NM_004450","NM_004450","enhancer of rudimentary homolog (Drosophila)","ERH","2079","938.3","721.4","839.2","1334.3","1363"
"65","200044_at","NM_003769","NM_003769","glutamyl-tRNA(Gln) amidotransferase, subunit C /// serine/arginine-rich splicing factor 9","GATC /// SRSF9","8683 /// 283459","321","320.2","364.4","303.4","295.4"
"66","200045_at","NM_001090","NM_001090","ATP-binding cassette, sub-family F (GCN20), member 1","ABCF1","23","284","292.9","305.8","231.1","252.6"
"67","200046_at","NM_001344","NM_001344","defender against cell death 1","DAD1","1603","516.1","614","674.9","565","754.2"
"68","200047_s_at","NM_003403","NM_003403","YY1 transcription factor","YY1","7528","386.1","263","212.3","446.2","522.1"
"69","200048_s_at","NM_006694","NM_006694","jumping translocation breakpoint","JTB","10899","539","554.5","568.4","581","550"
"70","200049_at","NM_007067","NM_007067","K(lysine) acetyltransferase 7","KAT7","11143","181.8","145.8","141.9","164.6","134.8"
"71","200050_at","NM_007145","NM_007145","zinc finger protein 146","ZNF146","7705","263.5","210.5","203.3","290.9","276.2"
"72","200051_at","NM_005146","NM_005146","squamous cell carcinoma antigen recognized by T cells","SART1","9092","177","182.2","134","168","147.8"
"73","200052_s_at","NM_004515","NM_004515","interleukin enhancer binding factor 2","ILF2","3608","257.6","167.9","194.9","207.8","212.8"
"74","200053_at","NM_004890","NM_004890","sperm associated antigen 7","SPAG7","9552","316.4","402.9","465.2","355","364.4"
"75","200054_at","NM_003904","NM_003904","ZPR1 zinc finger","ZPR1","8882","84.8","114.5","98.4","61.3","80.8"
"76","200055_at","NM_006284","NM_006284","TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa","TAF10","6881","241.6","612","585.6","353.7","272.1"
"77","200056_s_at","NM_006333","NM_006333","C1D nuclear receptor corepressor","C1D","10438","137.1","47.3","49.8","76.1","71.5"
"78","200057_s_at","NM_007363","NM_007363","non-POU domain containing, octamer-binding","NONO","4841","1195.1","1544.1","1445.4","886.7","824"
"79","200058_s_at","BC001417","BC001417","U5 small nuclear ribonucleoprotein 200 kDa helicase-like /// small nuclear ribonucleoprotein 200kDa (U5)","LOC101929240 /// SNRNP200","23020 /// 101929240","449.9","432.6","462.2","466.9","430.9"
"80","200059_s_at","BC001360","BC001360","ras homolog family member A","RHOA","387","2697.1","1671","2186.9","2309","2297"
"81","200060_s_at","BC001659","BC001659","RNA binding protein S1, serine-rich domain","RNPS1","10921","520.9","495.7","423.5","525.8","683.2"
"82","200061_s_at","BC000523","BC000523","ribosomal protein S24","RPS24","6229","5283.5","6663.4","5932.8","5107.4","5110"
"83","200062_s_at","L05095","L05095","ribosomal protein L30","RPL30","6156","5919.8","6657.6","5757.6","3968.4","3656.4"
"84","200063_s_at","BC002398","BC002398","nucleophosmin (nucleolar phosphoprotein B23, numatrin)","NPM1","4869","3222.1","2703.8","2238.2","2640.6","2368.6"
"85","200064_at","AF275719","AF275719","heat shock protein 90kDa alpha (cytosolic), class B member 1","HSP90AB1","3326","2612","2507","2406.9","2114.7","1986.2"
"86","200065_s_at","AF052179","AF052179","ADP-ribosylation factor 1 /// microRNA 3620","ARF1 /// MIR3620","375 /// 100500810","1178.6","1368.8","1344.7","1232.2","1424.7"
"87","200066_at","AF182645","AF182645","IK cytokine, down-regulator of HLA II","IK","3550","260.6","380.9","370.3","253.6","317.2"
"88","200067_x_at","AL078596","AL078596","sorting nexin 3","SNX3","8724","564.1","510","583.8","581.8","564.8"
"89","200068_s_at","M94859","M94859","calnexin","CANX","821","1534.4","1983.2","2042.1","1739","1882.2"
"90","200069_at","AI656011","AI656011","squamous cell carcinoma antigen recognized by T cells 3","SART3","9733","136.4","100.2","66.2","87.5","87.6"
"91","200070_at","BC001393","BC001393","cyclin Pas1/PHO80 domain containing 1","CNPPD1","27013","129.7","69.8","134.8","139.1","169.9"
"92","200071_at","BF224259","BF224259","survival motor neuron domain containing 1","SMNDC1","10285","214.4","171","123.4","169.5","160.2"
"93","200072_s_at","AF061832","AF061832","heterogeneous nuclear ribonucleoprotein M","HNRNPM","4670","649","878","732","577.4","550.8"
"94","200073_s_at","M94630","M94630","heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)","HNRNPD","3184","577.8","534.2","496.6","493.5","517.3"
"95","200074_s_at","U16738","U16738","ribosomal protein L14","RPL14","9045","1601","1481.5","1330","1175.7","1262.2"
"96","200075_s_at","BC006249","BC006249","guanylate kinase 1","GUK1","2987","298.3","485.7","479.8","371.6","415.8"
"97","200076_s_at","BC006479","BC006479","KxDL motif containing 1","KXD1","79036","205.5","315.7","298.1","190.8","177.2"
"98","200077_s_at","D87914","D87914","ornithine decarboxylase antizyme 1","OAZ1","4946","1653.7","1730.2","1913.7","1502.8","1529.6"
"99","200078_s_at","BC005876","BC005876","ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b","ATP6V0B","533","312.1","298.1","336.8","327.8","353.3"
"100","200079_s_at","AF285758","AF285758","lysyl-tRNA synthetase","KARS","3735","436.9","629.8","698.6","587.6","564.7"
"101","200080_s_at","AI955655","AI955655","H3 histone, family 3A /// H3 histone, family 3A, pseudogene 4 /// H3 histone, family 3B (H3.3B)","H3F3A /// H3F3AP4 /// H3F3B","3020 /// 3021 /// 440926","2014.5","1544.8","1402.6","1886.7","1857.3"
"102","200081_s_at","BE741754","BE741754","ribosomal protein S6","RPS6","6194","4604","5067","5024.4","3852.8","4525.1"
"103","200082_s_at","AI805587","AI805587","ribosomal protein S7","RPS7","6201","2589.8","3273.2","3479.7","2037.4","2069.7"
"104","200083_at","AA621731","AA621731","ubiquitin specific peptidase 22","USP22","23326","372.7","430.9","321","387.6","411.8"
"105","200084_at","BE748698","BE748698","chromosome 11 open reading frame 58","C11orf58","10944","592","657.3","663.8","703.1","805.7"
"106","200085_s_at","NM_007108","NM_007108","transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)","TCEB2","6923","430","797.5","908.1","583.5","520.3"
"107","200086_s_at","AA854966","AA854966","cytochrome c oxidase subunit IV isoform 1","COX4I1","1327","581.8","776.7","870.1","633.1","694.9"
"108","200087_s_at","AK024976","AK024976","transmembrane emp24 domain trafficking protein 2","TMED2","10959","844.1","899","977.6","1238.8","1347.4"
"109","200088_x_at","AK026491","AK026491","neurobeachin-like 1 /// ribosomal protein L12","NBEAL1 /// RPL12","6136 /// 65065","3603.1","5041.7","4468.1","3434.9","4196.5"
"110","200089_s_at","AI953886","AI953886","ribosomal protein L4 /// small nucleolar RNA, C/D box 16 /// small nucleolar RNA, C/D box 18A /// small nucleolar RNA, C/D box 18B /// small nucleolar RNA, C/D box 18C","RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C","6124 /// 595097 /// 595098 /// 595099 /// 595100","2351.1","2275.4","2167.1","2255.1","2476.7"
"111","200090_at","BG168896","BG168896","farnesyltransferase, CAAX box, alpha","FNTA","2339","604.3","597.9","562.1","788.1","887.6"
"112","200091_s_at","AA888388","AA888388","ribosomal protein S25","RPS25","6230","2015.1","985.8","1097.1","1509.1","1356"
"113","200092_s_at","BF216701","BF216701","ribosomal protein L37","RPL37","6167","4036.2","3049.7","2968.3","3166.3","3396.1"
"114","200093_s_at","N32864","N32864","histidine triad nucleotide binding protein 1","HINT1","3094","437.3","632.3","519.2","572.3","475.8"
"115","200094_s_at","AI004246","AI004246","eukaryotic translation elongation factor 2","EEF2","1938","2228.8","3702.4","3175.6","2418.2","2631.7"
"116","200095_x_at","AA320764","AA320764","ribosomal protein S10","RPS10","6204","6443.1","10064.9","9448.7","5567.2","6193.4"
"117","200096_s_at","AI862255","AI862255","ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1","ATP6V0E1","8992","516","466.2","562.7","592.2","620.5"
"118","200097_s_at","AI701949","AI701949","heterogeneous nuclear ribonucleoprotein K","HNRNPK","3190","818.8","620.4","526.5","796.3","833.2"
"119","200098_s_at","T33068","T33068","anaphase promoting complex subunit 5","ANAPC5","51433","374.7","429.2","399","508.9","418.7"
"120","200099_s_at","AL356115","AL356115","ribosomal protein S3A /// small nucleolar RNA, C/D box 73A","RPS3A /// SNORD73A","6189 /// 8944","5697.7","6009","5654.1","3910.9","3226.6"
"121","200593_s_at","BC003621","BC003621","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)","HNRNPU","3192","560.3","753.3","587.2","546.4","445.2"
"122","200594_x_at","NM_004501","NM_004501","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)","HNRNPU","3192","877.1","1119.8","878.3","745.2","742.4"
"123","200595_s_at","NM_003750","NM_003750","eukaryotic translation initiation factor 3, subunit A","EIF3A","8661","495.1","266.7","293.8","503.5","512.1"
"124","200596_s_at","BE614908","BE614908","eukaryotic translation initiation factor 3, subunit A","EIF3A","8661","268.8","306.1","366.8","229","249.9"
"125","200597_at","AI123320","AI123320","eukaryotic translation initiation factor 3, subunit A","EIF3A","8661","170.2","175.3","139.6","162.4","98.4"
"126","200598_s_at","AI582238","AI582238","heat shock protein 90kDa beta (Grp94), member 1 /// microRNA 3652","HSP90B1 /// MIR3652","7184 /// 100500842","295.2","617.8","631.3","393.8","401.9"
"127","200599_s_at","NM_003299","NM_003299","heat shock protein 90kDa beta (Grp94), member 1 /// microRNA 3652","HSP90B1 /// MIR3652","7184 /// 100500842","1026.3","1079","974.2","1049.4","1156.7"
"128","200600_at","NM_002444","NM_002444","moesin","MSN","4478","780.2","672.2","967.9","1140.8","890.4"
"129","200601_at","U48734","U48734","actinin, alpha 4","ACTN4","81","1083.1","961.6","1127.5","954.6","858.7"
"130","200602_at","NM_000484","NM_000484","amyloid beta (A4) precursor protein","APP","351","416","170.1","198.4","527.3","491.8"
"131","200603_at","AL050038","AL050038","protein kinase, cAMP-dependent, regulatory, type I, alpha","PRKAR1A","5573","1137.8","546.7","476","1441.3","1416.2"
"132","200604_s_at","M18468","M18468","protein kinase, cAMP-dependent, regulatory, type I, alpha","PRKAR1A","5573","559.2","887.6","875.7","703.7","769.2"
"133","200605_s_at","NM_002734","NM_002734","protein kinase, cAMP-dependent, regulatory, type I, alpha","PRKAR1A","5573","1133.1","710.8","753.8","1164.4","1196.6"
"134","200606_at","NM_004415","NM_004415","desmoplakin","DSP","1832","52.7","144.3","38.6","84","81.4"
"135","200607_s_at","BG289967","BG289967","RAD21 homolog (S. pombe)","RAD21","5885","261.2","231.1","224.1","254.6","252.2"
"136","200608_s_at","NM_006265","NM_006265","RAD21 homolog (S. pombe)","RAD21","5885","281","100.6","127.5","244.8","312.1"
"137","200609_s_at","NM_017491","NM_017491","WD repeat domain 1","WDR1","9948","864.6","1416","1338.2","1026.7","1183.8"
"138","200610_s_at","NM_005381","NM_005381","nucleolin","NCL","4691","997","904.5","537.9","1242.5","1349.3"
"139","200611_s_at","AB010427","AB010427","WD repeat domain 1","WDR1","9948","916.1","1203.2","1523.5","844.3","961.1"
"140","200612_s_at","NM_001282","NM_001282","adaptor-related protein complex 2, beta 1 subunit","AP2B1","163","288.7","224","225.7","333","274.2"
"141","200613_at","NM_004068","NM_004068","adaptor-related protein complex 2, mu 1 subunit","AP2M1","1173","461.3","981.9","1058.6","671.8","617.1"
"142","200614_at","NM_004859","NM_004859","clathrin, heavy chain (Hc)","CLTC","1213","1133.4","1885.1","1740.4","1563.8","1665.9"
"143","200615_s_at","AL567295","AL567295","adaptor-related protein complex 2, beta 1 subunit","AP2B1","163","154","242.6","219.8","275.7","255.7"
"144","200616_s_at","BC000371","BC000371","malectin","MLEC","9761","46.1","94.9","114","77.3","79.7"
"145","200617_at","NM_014730","NM_014730","malectin","MLEC","9761","308.5","306.4","366.2","303.3","376"
"146","200618_at","NM_006148","NM_006148","LIM and SH3 protein 1","LASP1","3927","364.1","363.7","487.3","415.8","601.6"
"147","200619_at","NM_006842","NM_006842","splicing factor 3b, subunit 2, 145kDa","SF3B2","10992","225.4","362.3","401.3","139","260.9"
"148","200620_at","NM_004872","NM_004872","transmembrane protein 59","TMEM59","9528","971.4","903.7","804.3","1080","1160.4"
"149","200621_at","NM_004078","NM_004078","cysteine and glycine-rich protein 1","CSRP1","1465","3725.4","7098.1","7746.6","6032.8","6871.7"
"150","200622_x_at","AV685208","AV685208","calmodulin 1 (phosphorylase kinase, delta) /// calmodulin 2 (phosphorylase kinase, delta) /// calmodulin 3 (phosphorylase kinase, delta)","CALM1 /// CALM2 /// CALM3","801 /// 805 /// 808","99.9","172.5","159.8","132.9","172.5"
"151","200623_s_at","NM_005184","NM_005184","calmodulin 1 (phosphorylase kinase, delta) /// calmodulin 2 (phosphorylase kinase, delta) /// calmodulin 3 (phosphorylase kinase, delta)","CALM1 /// CALM2 /// CALM3","801 /// 805 /// 808","288","356.5","458.2","343.4","384.7"
"152","200624_s_at","AA577695","AA577695","matrin 3 /// small nucleolar RNA host gene 4 (non-protein coding)","MATR3 /// SNHG4","9782 /// 724102","798.6","605.8","661.6","637.2","805.4"
"153","200625_s_at","NM_006367","NM_006367","CAP, adenylate cyclase-associated protein 1 (yeast)","CAP1","10487","927.5","1218.8","1563","929","1053.5"
"154","200626_s_at","NM_018834","NM_018834","matrin 3 /// small nucleolar RNA host gene 4 (non-protein coding)","MATR3 /// SNHG4","9782 /// 724102","764","355","441.3","721.2","796.3"
"155","200627_at","BC003005","BC003005","prostaglandin E synthase 3 (cytosolic)","PTGES3","10728","1087.1","896.4","888.7","1019.8","1114.8"
"156","200628_s_at","M61715","M61715","tryptophanyl-tRNA synthetase","WARS","7453","163.8","205.7","150.1","176.1","183.5"
"157","200629_at","NM_004184","NM_004184","tryptophanyl-tRNA synthetase","WARS","7453","253.4","363.1","232","227.7","218.7"
"158","200630_x_at","AV702810","AV702810","SET nuclear proto-oncogene /// SET-like protein","SET /// SETSIP","6418 /// 646817","1062.5","1342.3","1205.9","1211.2","1390.8"
"159","200631_s_at","NM_003011","NM_003011","SET nuclear proto-oncogene /// SET-like protein","SET /// SETSIP","6418 /// 646817","746.9","1077.7","882.5","885.9","715.8"
"160","200632_s_at","NM_006096","NM_006096","N-myc downstream regulated 1","NDRG1","10397","990.1","997.4","598","615","625"
"161","200633_at","NM_018955","NM_018955","ubiquitin B","UBB","7314","3971.1","4294.8","4334","3210.1","3756"
"162","200634_at","NM_005022","NM_005022","profilin 1","PFN1","5216","1003.6","1801.1","2564.1","1303.2","1584.5"
"163","200635_s_at","AU145351","AU145351","protein tyrosine phosphatase, receptor type, F","PTPRF","5792","142.3","193","174.7","107.4","111.8"
"164","200636_s_at","NM_002840","NM_002840","protein tyrosine phosphatase, receptor type, F","PTPRF","5792","391.6","176.9","152.8","274","360.1"
"165","200637_s_at","AI762627","AI762627","protein tyrosine phosphatase, receptor type, F","PTPRF","5792","200.8","220.9","200.7","125.7","138.4"
"166","200638_s_at","BC003623","BC003623","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ","7534","822","823.9","873.9","895.2","1264.6"
"167","200639_s_at","NM_003406","NM_003406","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ","7534","617.2","908.4","734.1","733.9","1324.2"
"168","200640_at","NM_003406","NM_003406","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ","7534","974.1","1966.5","1584.5","1113.8","1280.9"
"169","200641_s_at","U28964","U28964","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ","7534","731.2","1067.6","1208.7","853.6","879"
"170","200642_at","NM_000454","NM_000454","superoxide dismutase 1, soluble","SOD1","6647","1085.6","1017.6","1108.6","1100","1283.2"
"171","200643_at","NM_005336","NM_005336","high density lipoprotein binding protein","HDLBP","3069","219.9","429.6","433.5","326.2","369.2"
"172","200644_at","NM_023009","NM_023009","MARCKS-like 1","MARCKSL1","65108","254","438.7","397.4","385.7","269.3"
"173","200645_at","NM_007278","NM_007278","GABA(A) receptor-associated protein","GABARAP","11337","1330.4","1410.2","1602.6","1241.1","1133.2"
"174","200646_s_at","NM_006184","NM_006184","nucleobindin 1","NUCB1","4924","167.3","236","368.3","202.6","196.2"
"175","200647_x_at","NM_003752","NM_003752","eukaryotic translation initiation factor 3, subunit C /// eukaryotic translation initiation factor 3, subunit C-like","EIF3C /// EIF3CL","8663 /// 728689","684.8","949.1","828.5","441.8","877.2"
"176","200648_s_at","NM_002065","NM_002065","glutamate-ammonia ligase","GLUL","2752","356.6","261","232","358.1","441.4"
"177","200649_at","BC002356","BC002356","nucleobindin 1","NUCB1","4924","314.5","532.1","676.4","427.5","416"
"178","200650_s_at","NM_005566","NM_005566","lactate dehydrogenase A","LDHA","3939","1376.6","1866.3","1791.9","1343.2","1360.9"
"179","200651_at","NM_006098","NM_006098","guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 /// small nucleolar RNA, C/D box 95 /// small nucleolar RNA, C/D box 96A","GNB2L1 /// SNORD95 /// SNORD96A","10399 /// 619570 /// 619571","3518.4","3320.8","3443.8","2398.3","2212.9"
"180","200652_at","NM_003145","NM_003145","signal sequence receptor, beta (translocon-associated protein beta)","SSR2","6746","710.3","1091.1","1099.2","736.9","745.2"
"181","200653_s_at","M27319","M27319","calmodulin 1 (phosphorylase kinase, delta) /// calmodulin 2 (phosphorylase kinase, delta) /// calmodulin 3 (phosphorylase kinase, delta)","CALM1 /// CALM2 /// CALM3","801 /// 805 /// 808","471.5","387.5","450.5","417.4","642.4"
"182","200654_at","J02783","J02783","prolyl 4-hydroxylase, beta polypeptide","P4HB","5034","801.3","1077.4","1591.4","1074.9","1038.8"
